24,前端开发,精通HTML/CSS/JavaScript/TypeScript/H5等Web前端核心技术；熟练掌握至少一种主流前端框架（Vue/React）；熟悉前端工程化、模块化开发及构建工具；掌握ES6+、Flex布局、Less/Sass等；了解性能优化、跨浏览器兼容、响应式设计及移动端开发（小程序/APP）。,通常无硬性证书要求，但计算机、软件工程等相关专业学历优先；部分国际化或特定领域岗位可能要求语言证书（如日语能力N2）或特定平台认证。,能够参与前端架构设计和技术选型，为性能优化、技术改进提供解决方案；能设计和实现复杂的UI交互，注重模块化、可扩展性建设，通过技术改善用户体验。,需持续跟进前端技术趋势和最佳实践，快速学习并应用新技术、新框架；优秀应届生或转行者如有较强学习能力亦可培养。,需适应项目开发进度和任务分配，能承担版本迭代、问题排查、性能优化及按时交付的压力，确保项目稳定推进。,需与产品、设计、后端、测试等多团队紧密协作，有效沟通需求、参与原型设计、进行技术文档编写和前后端联调，具备良好的团队合作精神。,具备独立或协作完成前端页面开发、测试、优化及维护的能力；有项目落地经验，能编写高质量、易维护的代码，并确保设计稿的像素级还原。,前端开发岗位要求工程师具备扎实的技术功底、出色的团队协作能力和持续学习热情，致力于通过代码实现卓越的用户体验和高效的产品交付。,271,2026-03-20 11:04:27
25,大客户代表,销售策略制定与执行、客户关系管理（CRM）、市场分析与拓展、商务谈判与合同签订、行业解决方案咨询、招投标流程管理、客户需求分析与方案定制、产品知识深度讲解、渠道开拓与代理商管理、销售目标管理与业绩达成,通常无硬性证书要求，但特定行业（如金融、知识产权）可能要求相关从业资格证；部分企业优先考虑市场营销、商务管理或相关专业学历,能够分析复杂市场动态与客户需求，制定个性化解决方案；在客户开发、维护及项目推动中需灵活应变，创新销售策略与业务模式,需快速掌握公司产品/服务知识、行业动态及销售技巧；公司常提供培训，要求能迅速适应新业务、新技术并应用于实践,工作强度高，需承担明确的销售目标与业绩压力；常涉及新客户开发、老客户维护、回款追踪等多任务并行，要求能在高压下保持高效,出色的口头与书面表达能力，擅长客户沟通、商务谈判及团队协作；需定期向客户或内部汇报，建立并维护长期稳定的客户关系,强调动手执行与项目落地经验，包括客户开发、合同签订、回款管理、市场拓展等全流程操作；能独立完成销售任务并推动项目实施,大客户代表是以销售目标为导向，通过深度客户关系管理与个性化解决方案，实现业务拓展与业绩达成的综合性销售岗位。,147,2026-03-20 11:04:42
26,项目招投标,"精通招投标法律法规与流程；熟练操作政采云、各省市公共资源交易平台等线上招标平台；精通标书（商务标、技术标、资格预审文件）的编制、排版、打印、装订、密封；熟练使用计算机办公软件（Word, Excel, PowerPoint）；具备招标信息搜集、筛选与分析能力；熟悉开标、评标现场组织流程；掌握营销管理基本技巧与礼仪。",通常未明确要求特定证书，但具备招标师、政府采购从业人员相关培训证书或驾照者优先。,需在严格遵守法规和招标文件要求的前提下，通过优化标书方案、分析竞争对手、整合资源，提升中标率，解决投标过程中的复杂问题。,需快速掌握各地区不断更新的招投标平台操作规则、新颁布的行业法律法规，并能适应不同行业（如建筑、医疗、IT）的投标要求。,需在严格的截止日期前，高质量完成多项目、多环节的标书制作与投递工作，能承受高强度、高精度、快节奏的工作压力。,需高效协调内部销售、技术、商务等部门获取资料；对外需与招标方（甲方）、政府机构、供应商及合作伙伴进行有效沟通，确保信息准确、流程顺畅。,必须具备独立或主导完成从信息搜集、文件编制到现场投标全流程的实战经验，注重细节，确保标书零错误、流程合规、项目成功落地。,该岗位是要求高度严谨、精通流程、具备出色执行与协调能力，在法规框架内通过精细化操作确保项目中标的关键支持角色。,90,2026-03-20 11:04:58
27,律师,精通民商事诉讼全流程，擅长合同审核、法律文书起草、诉讼代理、谈判调解；具备独立处理案件能力，熟悉法院办案程序；掌握特定领域（如房地产、破产、保险、银行批量案件、工伤）的法律实务；具备法律逻辑思维、信息检索和文书写作能力。,必须持有法律职业资格证书（法律职业资格证）和律师执业证；无行政处罚和犯罪记录；部分岗位要求执业2年以上或独立办理一定数量案件。,能够适应律所创新发展模式，在复杂诉讼或非诉项目中制定针对性策略，解决案件关键障碍，为客户提供创新性法律解决方案。,需持续学习新法律法规和政策，快速掌握特定业务领域（如投融资、并购、破产）的专业知识，接受律所专业分工和培训。,需承受较强工作压力，能高效推进案件进程，适应弹性工作、不固定坐班模式，确保案件质量和效率，勇于承担工作压力。,具备出色的语言表达、反应和沟通能力，能与客户、团队及法院有效协作；需要团队合作精神，参与谈判调解，并向律所汇报进展。,必须具有独立办案或项目落地经验，能全程负责案件从咨询、取证、立案到开庭、执行各环节；有案源开发或特定领域实务经验者优先。,律师是具备扎实法律功底、独立办案能力和强烈责任心，致力于通过专业诉讼与非诉服务为客户解决复杂法律问题的专业法律服务提供者。,147,2026-03-20 11:05:12
28,网络销售,熟悉抖音、快手、小红书等新媒体平台运营与推广；掌握网络内容截流与优化；具备客户关系维护与线上销售技巧；熟练使用企业微信、BOSS直聘等沟通工具；了解Office办公软件或OA系统；具备数据分析能力以监控推广效果。,证券从业资格（部分金融相关岗位要求）；无硬性证书要求，多数岗位接受新手/应届生。,需根据数据分析调整推广策略，优化引流方式；在达人合作、广告投放等方面需具备创意执行能力。,要求上手速度快，能快速掌握公司产品知识、销售流程及新媒体平台操作；公司通常提供带教培训。,工作节奏较快，需完成销售目标或客户邀约指标；部分岗位涉及业绩压力，但多数强调无强制电话量、不加班。,具备良好的线上沟通能力，能通过微信、电话等方式与客户有效交流；需与销售团队协作，及时反馈信息。,能独立完成客户引流、咨询、跟进及成交闭环；具备项目落地经验，如从推广到销售转化的全过程执行。,网络销售是以新媒体平台为渠道，通过线上沟通与运营实现客户引流与转化的销售岗位，强调快速学习、沟通能力及结果导向。,147,2026-03-20 11:05:25
29,运营助理/专员,熟练使用Excel、Word等办公软件；具备数据分析能力（数据整理、初步分析、库存分析、需求预测）；掌握电商平台运营（新品上架、listing优化、活动策划、营销推广）；熟悉线下运营（门店开业支持、活动策划、商户沟通、商场管理）；了解SEO基础规则、内容优化；具备项目管理、跨部门协作能力；掌握客户关系维护与拓展技能。,通常无硬性证书要求，但持有相关行业证书（如项目管理、数据分析、市场营销类）可作为加分项。,需具备市场洞察力，能通过数据分析发现问题并提出优化策略；参与活动策划与推广，需有创意和执行能力以提升效果；在复杂运营场景中能提供解决方案。,要求快速学习行业知识（如新能源政策、市场动态）、公司产品和运营流程；能适应新技术和工具（如SEO、数据分析软件）；强调学习能力和突破自我。,需具备抗压能力，能高效处理多任务并保持细节准确；部分岗位涉及指标达成（如销售、进货量），需在压力下确保工作交付；但多数描述强调工作生活平衡、不加班。,必须具备良好的沟通能力和团队合作精神；需协调内外部关系（如品牌、商户、客户）；擅长跨部门协作、汇报和商家沟通；文字表达能力也是常见要求。,强调动手执行能力：能协助日常运营、活动落地、数据整理、文档编写；有项目策划与执行经验；能独立完成报表、调研、用户维护等具体任务。,运营助理/专员是需具备多面执行能力、强沟通协作和快速学习特质的入门级岗位，核心在于通过数据驱动和实操支持业务稳定与增长。,147,2026-03-20 11:05:41
30,广告销售,商务沟通与谈判、客户关系管理、市场分析与拓展、销售流程与订单处理、合同与文件管理、ERP系统操作、物流协调、外语能力（部分要求）、数据整理与分析、产品/方案讲解,通常无硬性证书要求，部分可能提及市场营销、商务英语或相关行业证书为加分项,需能研究合作模式、挖掘市场商机与资源，在客户开发与维护中提供定制化解决方案,要求快速掌握公司产品、业务流程及系统操作，多数岗位提供培训，强调适应与成长速度,需处理多任务、跟进项目进度、应对业绩压力，部分岗位提及无业绩保护期，后期需承受销售指标压力,核心要求，需性格开朗、善于沟通，具备出色的内外部协调、团队协作及客户汇报能力,强调动手处理订单、合同、物流、文档等日常运营事务，具备项目跟进与落地执行经验,该岗位是兼具销售支持、客户关系维护与市场拓展能力的综合性商务角色，核心价值在于通过高效的沟通与执行促成业务闭环。,147,2026-03-20 11:05:53
31,APP推广,地推/陌拜、市场区域分析、用户拉新与推广、简单话术培训、商品陈列与促销、订单分拣与短途配送（3公里内）、电动车/摩托车驾驶、基础客户关系维护、APP/小程序功能引导,无硬性证书要求，通常无需健康证，部分岗位可能要求高中以上学历,需能分析市场趋势，找到合适的推广区域和点位；在推广拉新过程中需灵活应对，优化简单话术和推广策略,要求快速适应互联网新平台（如APP、小程序），能快速掌握简单操作流程和推广话术，无经验要求,工作强度高，需完成推广任务和配送订单，多劳多得，弹性工作制但可能涉及夜单，需承受业绩压力和户外奔波,具有良好的沟通能力和团队协作精神，需与客户、商户及团队内部进行有效沟通，维护客户关系,强调动手执行能力，包括线下推广摆点、商品配送、门店陈列等，要求当天面试当天上岗，项目落地经验要求低,这是一个以线下执行和体力劳动为主，结合基础推广拉新任务的复合型岗位，强调高弹性、强执行力和结果导向。,122,2026-03-20 11:06:06
32,招聘专员/助理,"招聘渠道管理（BOSS直聘、智联招聘、58同城、猎聘、社交媒体等）、简历筛选与评估、电话邀约与初步面试、招聘数据分析、招聘计划制定与执行、劳动法规与用人政策、办公软件操作（Word, Excel, PPT）、基础人力资源事务（入职/离职/社保办理等）。",通常无硬性证书要求，但人力资源管理师、招聘相关培训证书可作为加分项。,需要探索新的招聘渠道和方式（如利用快手、抖音等新媒体），分析数据以优化招聘策略，解决特定岗位或紧急的招聘难题。,要求快速掌握新的招聘平台和工具，理解不同业务部门的岗位需求，并能适应不断变化的招聘市场趋势。,需面对招聘指标压力（如每日邀约量、到面率、入职率），处理多任务并行（筛选、沟通、安排面试、跟进入职），并能适应业务部门的紧急用人需求。,需要与业务部门紧密协作以理解需求，与候选人进行有效沟通和说服，具备良好的电话沟通和面试技巧，并能在团队内进行协作与汇报。,强调动手执行能力，能独立完成从发布职位、筛选简历、邀约面试到跟进入职的全流程操作，有实际达成招聘目标的项目经验。,招聘专员/助理是人力资源领域的执行与沟通核心，需具备强大的渠道运营、人才甄别和流程推进能力，以结果为导向完成招聘目标。,147,2026-03-20 11:06:21
33,资料管理,文档分类与归档、档案数字化（扫描/录入/图像处理）、档案管理系统操作与维护、数据录入与整理、办公软件（Excel/Word）熟练操作、基础数据统计与报告、保密与合规管理、档案装订与修复。,通常无硬性证书要求，部分高端或专业领域可能优先考虑档案管理、信息管理相关专业证书或培训证明。,要求较低，主要是在既定流程和规范下，优化整理、归档和检索效率，解决日常工作中的小问题。,要求一般，需能快速掌握公司内部的档案管理系统、数字化工具及特定行业（如保险、建筑）的资料整理规范。,工作强度通常适中，但需适应重复性任务和周期性资料整理高峰，部分岗位提及需认真细致、吃苦耐劳、有一定抗压能力。,需具备基础团队协作能力，能与其他部门协调文档提交，并按要求向领导汇报工作；部分岗位涉及客户资料查询或对接服务。,强调动手操作能力，如档案的物理整理、装订、扫描、数字化处理，以及准确完成资料录入、归档等具体任务。,一个以细致、规范、保密为核心，专注于信息资料的物理与数字化生命周期管理的支持性岗位。,139,2026-03-20 11:06:34
34,质检员,熟悉国家标准（如GB/T、ISO）、行业及企业标准；掌握来料、过程、成品检验标准与规范；熟练使用卡尺、千分尺、色差仪等量具及理化检测设备；能看懂机械图纸，使用CAD软件；熟悉MES系统数据录入；具备首检、巡检、末检及抽样检验能力；了解生产环境监控与工艺参数控制。,通常无硬性证书要求，但持有相关行业（如机械、复合材料）的质量检验员证书或内审员证书者优先；部分岗位要求具备特定语言能力（如泰语、英语）证明。,需具备发现问题能力，能对产品状态与标准一致性、检验记录与控制计划对应性进行核查；能协助工程师进行工艺改进和质量问题分析，提出改进建议。,能快速掌握新产品工艺流程、检测方法及检验指导书；适应不同行业（如汽车零部件、调味品、复合材料）的质量标准；对新技术、新设备（如检测工具、系统）有较快上手能力。,工作强度较高，需适应白夜倒班、长白班（如9-22点）或两班倒，偶尔加班；能承受生产现场压力，及时处理过程异常并追踪；需在快节奏环境中保证检验准确性与记录完整性。,需与生产、储运、物流等部门协作，监督在库物料管理；能及时向上级主管反馈质量异常，并协助制定检验标准；具备数据统计与报告撰写能力，定期向管理层汇报质量状况。,具备动手操作能力，能独立完成原材料、半成品、成品的检验、测试与记录；能处理异常品追踪与返修确认；有项目落地经验，如参与新厂质量体系建立或工艺改进。,质检员是生产现场的质量守门人，需具备严谨细致的检验技能、吃苦耐劳的抗压精神及快速学习能力，确保产品从原料到出厂的全流程符合标准。,147,2026-03-20 11:06:53
35,Java,熟练掌握Java编程语言，深入理解JVM原理、多线程、通信技术；精通Spring Cloud、Spring等主流开源框架；熟悉算法、数据结构、计算机基础理论；掌握MySQL等数据库设计及SQL语言；了解Hive、Spark、HBase、Kafka等大数据组件；熟悉Git/SVN等版本控制工具；具备系统设计、编码、单元测试、调试及文档编写能力。,通常无硬性证书要求，部分岗位要求日语能力（如N3/N2）或本科学历（学信网可查）。,能够参与技术方案设计、核心模块开发，解决项目中的技术难题；具备研究新技术、优化系统性能、改进现有系统的能力，以提升开发效率和程序质量。,持续学习新技术，关注行业动态，具备快速掌握新工具、框架或编程语言（如Java/Go/Python等）的能力，以适应项目需求和技术发展。,需适应加班、出差及项目交付压力，具备较强的抗压能力，能在高强度工作环境下保证代码质量和项目进度。,具备良好的团队协作能力，能与客户、产品经理、测试等角色有效沟通；参与需求分析、技术讨论，并编写相关技术文档。,拥有三年以上开发经验，能独立完成模块设计、编码、测试及部署；具备项目落地经验，能解决运行中的技术问题，确保代码可靠性和系统稳定性。,Java开发岗位要求扎实的技术功底、良好的工程实践能力和团队协作精神，能在高压环境下持续交付高质量代码并推动系统优化。,591,2026-03-20 11:07:08
36,知识产权/专利代理,专利申请文件撰写与审核、审查意见答复、专利检索与分析、专利复审/无效/诉讼处理、专利挖掘与布局、专利预警与战略分析、技术交底书理解与沟通、涉外专利文件翻译与校对、相关软件使用（如CAD、SolidWorks）,专利代理师资格证（通过专利代理人资格考试者优先）、大学英语四级/六级证书（涉外业务要求更高）、理工科本科及以上学历学位证书,能够从复杂技术方案中挖掘专利点，设计有效的专利保护策略，并在专利无效、诉讼等法律程序中提出创新性解决方案以维护客户权益,要求快速学习并理解不断更新的技术领域知识（如计算机、通信、机械、化学等）和知识产权法律法规、政策动态，以适应多变的案件需求,工作强度大，需同时处理多个案件并严格遵守官方时限，具备在交付压力下保持高质量输出和细致耐心的能力,需与发明人/客户进行高效技术沟通以理解需求，与审查员进行书面/口头答辩，团队内部协作，并为业务部门提供技术支持,具备将技术方案转化为法律文件（专利申请）的实操能力，能独立完成检索、撰写、答复、分析等全流程任务，有项目落地经验者优先,该岗位是兼具深厚理工科技术背景与法律文书功底的专业角色，核心在于将技术创新转化为受法律保护的专利资产，并为其全生命周期提供专业服务。,99,2026-03-20 11:07:23
37,培训师,课程体系设计与开发、专业领域知识（如新能源汽车、航空轨道、电气自动化、新媒体、电商、信息安全等）、教学与培训方法、培训需求分析与评估、课件制作与教材编写、语言表达与公众演讲、销售技巧与产品知识培训,教师资格证、相关专业职业资格证书（如眼视光师、烹饪技能证书、城轨专业授课经验等）、中共党员或预备党员（部分岗位）、行业特定认证（如信息安全、工控安全等）,能够根据市场变化和业务需求，独立开发或优化培训课程体系，运用案例分析、情景模拟等多样化教学设计解决复杂教学问题，参与专业建设和教学改革,快速掌握公司产品、新技术及行业动态，适应不同领域（如电商、新媒体、信息安全）的培训要求，持续更新培训内容和方法,适应高强度出差、频繁授课（每天3-4小时），承担教学、科研、培训项目等多重任务，在压力下保证培训质量和教学效果,具备优秀的语言表达和团队协作能力，能够与学员、同事、销售部门及经销商有效沟通，进行跨区域培训组织和汇报,拥有丰富的教学或行业实践经验，能够将理论知识与实际操作结合，指导实训课程，解决终端问题，并具备项目落地和执行能力,培训师是兼具专业领域知识、教学设计与执行能力、以及强适应性的教育传播者，致力于通过个性化培训提升学员技能与业务绩效。,117,2026-03-20 11:07:36
38,游戏运营,精通至少一款热门游戏（如《原神》、《崩坏：星穹铁道》、《三角洲行动》、《鸣潮》、《燕云十六声》、《王者荣耀》、《和平精英》等）；熟悉游戏日常运营、用户反馈处理、活动策划与执行；具备数据分析能力，能制作运营报表；了解电商平台运营（商品上架、价格维护、订单处理）；具备社群运营、用户维系与1V1沟通能力；了解短视频推广、直播互动；具备流程梳理、资源管理、系统操作能力。,无硬性证书要求，但游戏行业相关认证（如项目管理PMP、数据分析师等）可作为加分项。,需能根据业务变化和数据分析结果，提出运营优化方案；能策划创意活动，提升用户参与度和品牌曝光；能监控行业趋势，提供有效解决方案。,要求具备强烈的学习意愿和快速掌握新游戏、新运营工具、新市场趋势的能力；部分岗位接受无经验小白，看重潜力和态度。,需适应可能的工作强度，包括处理多任务、跟进活动执行、应对用户投诉；部分岗位涉及长期兼职或灵活工时，要求具备自主管理时间和交付压力的能力。,需具备良好的团队合作精神，能协调内外部资源；擅长与用户、合作商、品牌方沟通；能进行数据汇报和文档撰写。,强调动手能力和项目落地经验，包括日常运营维护、活动执行、数据整理、系统操作、用户问题解决等；部分岗位要求有游戏商业化或月流水千万级项目经验。,游戏运营岗位是一个需要兼具游戏热爱、数据分析、用户沟通和活动执行能力的多面手角色，核心目标是通过精细化运营提升游戏产品的用户活跃度、留存率和商业价值。,147,2026-03-20 11:07:53
39,英语翻译,精通英语口译与笔译（商务、技术、医疗、法律等专业领域），熟练处理各类文件（合同、报告、技术文档、文书）的翻译与校对，具备跨文化沟通能力，熟悉特定行业（如留学、移民、工程、跨境电商）业务流程，能使用办公软件（ERP）及进行基础排版，具备客户关系维护与市场开发能力。,英语专业八级（TEM-8）、大学英语六级（CET-6）、专业四级（TEM-4）或同等水平证书；翻译资格证书（如CATTI）优先；有留学背景或海外工作经验者优先。,需在复杂沟通场景（如商务谈判、技术交流、医疗咨询）中灵活应变，确保信息准确传递；能通过用户反馈分析产品问题，协助优化流程；在文书写作中需挖掘客户亮点，创新表达。,需快速掌握特定行业（如基建、医疗、跨境电商、留学）的专业术语与业务流程；能适应新技术工具（如在线翻译平台、ERP系统）并应用于工作。,需适应高强度工作（如远程口译、紧急会议翻译、项目跟进），能承受交付压力与排班（包括夜班或外派）；具备处理多任务（翻译、行政、客户服务并行）的能力。,需与跨部门团队（产研、QA、工程师、项目经理）及海外客户高效协作，进行清晰的口头与书面汇报；能独立主持客户沟通，收集反馈并维护关系。,具备项目全流程经验（从翻译、校对到归档），能独立完成现场口译、文书撰写、材料整合与申请提交；有海外驻场或远程支持的实际操作经验。,英语翻译岗位是集语言精通、跨文化沟通、行业知识及多任务协调于一体的复合型角色，核心在于通过精准的语言转换保障信息流畅，并深度融入业务链条以实现价值。,117,2026-03-20 11:08:11
40,咨询顾问,行业与政策分析、市场调研、数据收集与处理、项目建议书/可行性研究报告/解决方案编制、客户需求分析、金融/法律/债务/移民/工程/数字化等特定领域知识、电话/面销沟通技巧、客户关系维护,通常无硬性证书要求，部分领域可能优先考虑相关行业资格证（如金融、法律、工程咨询类），但非必需，多数接受无经验,需在既定框架下分析客户业务问题，提供针对性解决方案，部分岗位要求进行项目策划、业态规划及开发时序研究，需具备一定的策略性思维,要求快速学习公司产品、服务流程及行业知识，公司通常提供系统培训，需能快速上岗并适应不同领域的咨询需求,工作节奏较快，需完成业绩目标（如销售转化、报告编制、客户邀约），承受一定的业绩压力和交付期限压力，但多数为坐班，无需外出奔波,要求极高，普通话标准，口齿清晰，富有感染力，需通过电话或面对面与客户有效沟通，进行咨询、答疑、销售及关系维护，部分需团队协作和客户汇报,强调动手执行，包括报告编制、数据录入、客户跟进、促成交易、项目协助推进等，多数岗位公司提供客户资源，无需自行挖掘，侧重应用而非理论,这是一个以沟通和执行为核心、入门门槛多样、强结果导向的客户解决方案与销售支持混合型岗位。,99,2026-03-20 11:08:24
41,项目经理/主管,项目全流程管理（立项、计划、执行、监控、收尾）、项目计划与预算制定、风险识别与应对、跨部门资源协调、客户需求分析与沟通、技术方案支持与选型、招投标管理、合同管理、团队建设与管理、质量管理、进度控制、成本控制、范围管理、供应商管理、客户关系维护、项目汇报（向总监/客户）、多项目集群管理、海外项目协调、特定行业知识（如工程施工、大健康科研、矿山、土地整治、PLM等）。,PMP/PRINCE2等项目管理专业认证、一级/二级建造师（工程施工类）、相关行业职称证书（如建筑类职/执业资格证）、驾驶证C证（部分要求）。,能够识别项目潜在风险并制定前瞻性应对策略，优化项目管理流程和标准，在复杂多变的项目环境中（如海外、多地域、跨文化）创造性地解决问题，推动项目改善和客户满意度提升。,需快速掌握新行业知识（如气凝胶、大健康、不良资产处置等）、新技术/产品、新地域（海外/全国外派）的市场与法规，适应不同客户群体的需求变化，并能将新知识应用于项目实践。,需承受高强度工作压力，确保项目按时、按质、按预算交付，能同时管理多个项目或复杂项目集群，处理突发问题和风险，适应频繁出差或外派，在紧迫的时间节点和客户压力下保持高效工作。,具备卓越的跨部门、跨团队、跨文化（海外项目）协调能力，能与客户、供应商、高层管理者及项目团队进行清晰有效的沟通（包括技术交流、需求沟通、方案宣讲、汇报述职），以推动合作、解决冲突、确保信息同步。,必须具备从项目启动到验收投产的全过程落地经验，能独立完成项目计划制定与执行，解决项目实施中的具体问题（如技术、资源、进度问题），有工程施工、产品导入、科研实施等领域的实际操作经验，能带领团队完成交付目标。,项目经理/主管是项目交付的全能舵手，需具备从战略规划到落地执行的全流程管控能力、卓越的资源协调与沟通能力，并在复杂多变的环境中确保项目目标达成。,82,2026-03-20 11:08:45
42,社区运营,客户关系管理与日常经营（企业微信等工具）、社区活动策划与执行、用户信息收集与建档、售后服务响应、数据汇总与分析、社区渠道拓展、快团团软件使用（部分岗位）、居家养老/健康养生知识。,无硬性证书要求，但养老护理员、健康管理师、社会工作师等相关证书可能优先。,需能策划线上/线下活动以提升用户活跃与品牌知名度，并能根据用户数据和市场趋势调整运营策略，解决用户留存与互动问题。,公司提供完善培训体系，接受无经验小白，要求能快速掌握公司标准化流程、运营工具及养老服务相关知识。,工作节奏明确（早九晚六、双休、强调不加班），压力相对较小，适合喜欢服务且不愿承受高压的人群；但需完成既定服务与活动指标。,需与客户（长者/居民）建立良好关系并进行日常经营，具备团队协作精神（有师傅带教、团队作战），并能进行基本的工作汇报与数据汇总。,强调动手执行：需完成客户服务响应、活动落地、台账记录、照片拍摄、数据汇总等具体事务，有项目落地经验者优先。,这是一个以客户服务和关系维护为核心，通过活动策划与日常运营提升社区活跃度，工作节奏稳定且注重团队协作与执行的基层运营岗位。,147,2026-03-20 11:08:58
43,BD经理,市场开拓与客户开发、商务谈判与合同签订、销售策略制定与执行、客户关系维护与管理、数据分析与市场洞察、产品/服务方案制定与营销、线下地推与活动执行、跨部门协作与资源整合,通常无硬性证书要求，但持有销售管理、市场营销、项目管理等相关证书（如PMP、数字营销认证）可作为加分项,需在复杂市场环境中灵活制定个性化营销/合作方案，整合资源创新解决商户增长、产品推广及业绩达成等业务问题,需快速掌握公司产品/服务、行业动态、平台规则及销售工具，适应不同行业（如餐饮、零售、物流）的商务拓展需求,需承受明确的业绩指标（如月度/季度销售任务）、高强度地推与客户拜访压力，并能适应多任务并行与快节奏交付,需具备出色的商务谈判、跨部门协调及客户汇报能力，能够独立与商户沟通、维护客情并推动团队协作完成目标,需具备从市场开拓、方案策划、谈判签约到上线运营的全流程实操经验，能独立完成销售闭环并推动项目落地,BD经理是以业绩为导向、具备强销售与商务拓展能力的多面手，核心是通过资源整合与方案创新实现客户增长与业务落地。,147,2026-03-20 11:09:11
44,游戏推广,热门手游（如王者荣耀）操作与陪玩、语音聊天与互动、基础客户服务、情绪价值提供、平台接单与任务完成,无硬性证书要求，游戏段位（如王者荣耀钻石及以上）可作为能力证明,低，主要任务是按既定模式提供陪伴服务，无需解决复杂问题,中等，需快速熟悉平台规则和接单流程，但对新技术掌握速度无特殊要求,中等，工作时间灵活但需适应客户需求和不规律的服务时间，无高强度交付压力,高，需具备良好的语音沟通能力、情绪价值提供和客户维护能力，团队协作要求低,高，需具备实际游戏陪玩和互动能力，能独立完成接单任务，项目落地经验无要求,这是一个以提供游戏陪伴和情绪价值为核心、门槛低、时间灵活的线上服务型岗位。,101,2026-03-20 11:09:22
45,软件测试,掌握功能测试、接口测试、数据测试、自动化测试（CAP/Python/Shell/Java等）、测试用例设计、测试计划制定、测试环境搭建与维护；熟悉CPE/模组/2G/4G/5G基站/核心网等特定领域测试；了解白盒测试工具（如vectorcast）、单元测试、集成测试、安全测试、可靠性测试、环境测试；至少掌握一种主流编程语言（Java/C/C++/Python/JS等）。,无明确硬性证书要求，但计算机相关专业（本科及以上）优先，学信网可查。,需具备测试流程优化和改进能力，能对测试提出改进意见，参与产品设计并提供测试建议，利用自动化工具提升效率。,要求热爱软件测试行业，有强自驱力，能深入钻研；部分岗位接受无经验但需快速学习，由工程师培养上手。,需适应全国项目驻场测试，能应对项目时间表和产品质量标准的交付压力，部分岗位急招，工作强度较高。,需与开发人员、项目经理、测试团队协调协作，确保遵守时间表；能准确报告缺陷、整理文档并递交，具备团队协作和汇报能力。,强调动手执行测试（功能、兼容性、安全等）、编写测试用例/脚本、搭建测试环境、定位追踪问题、输出测试报告；有项目落地经验者优先。,软件测试岗位要求具备扎实的测试技术、自驱学习能力和团队协作精神，在交付压力下通过系统化测试保障软件质量。,456,2026-03-20 11:09:37
46,内容审核,内容审核规则与标准、平台操作、信息分类与标注、基础办公软件（如Excel）、特定语言/方言识别（如粤语、潮汕话等）、基础数据比对与处理,无硬性证书要求，大专及以上学历即可,对复杂或争议性案例进行深度分析并提出建议，协助优化审核流程与标准,快速掌握平台规则、审核标准及系统操作，接受无经验，入职有培训,工作内容重复性高，需长时间专注，可能面临排班或倒班（含少量夜班），需保证审核效率与质量,基础团队协作，能清晰反馈系统问题或异常案例，部分岗位需电话沟通或处理用户纠纷,严格执行标准操作流程（SOP）完成日常审核任务，具备准确识别违规内容并处理的能力,入门门槛低、流程标准化、注重细节与合规性、重复性较高的互联网基础运营岗位,147,2026-03-20 11:09:47
47,风电工程师,风力发电机组日常巡检、运行维护、故障消缺；检维修方案编制；备品备件计划编制；现场设备运行监控；机组系统调试和试运行；技术改造；油脂加注、力矩校验、卫生清理、电气部件接线与更换；吊装施工督导；安全管理；运行记录填报与资料归档。,高处作业证、低压电工证、高压电工证（三证齐全），特种电工证。,能够处理现场疑难问题，参与风机技术改造与升级，优化运行策略以提高发电效率。,要求有进取心，学习能力强，能快速掌握新技术和新设备，无经验者亦可接受培训。,需适应中长期驻外工作，工作地点常为偏远风电场，能吃苦耐劳，适应户外、高空作业及一定的工作强度与交付压力。,需进行团队协作，督导第三方人员工作，参与相关会议并撰写材料，做好日常记录与汇报。,强调动手能力，负责现场设备的安装、调试、维护、检修等具体操作，有项目落地经验者优先。,风电工程师是需具备扎实电气机械专业技能、持证上岗、能适应艰苦环境、以实践保障风电机组安全稳定运行的技术应用型人才。,147,2026-03-20 11:10:00
